SubjectID,Regularization,Mean,Sigma,5th%,95th%,5th%mean,95th%mean,Min,Max
S04xS02,bsyn,0.014785,0.296119,-0.497643,0.466159,-0.658369,0.589931,-1.42552,1.14704

S04xS02,syn,0.0159925,0.254449,-0.433575,0.40622,-0.572312,0.514715,-1.25503,1.00973

S04xS03,bsyn,0.0695699,0.333221,-0.523429,0.582248,-0.680667,0.716007,-1.34023,1.23735

S04xS03,syn,0.0795837,0.258284,-0.376223,0.484433,-0.496089,0.605746,-0.972333,1.18726

S04xS05,bsyn,0.0236793,0.331985,-0.548975,0.546953,-0.734676,0.678144,-1.94083,1.34308

S04xS05,syn,0.0325758,0.27859,-0.452077,0.475651,-0.589107,0.59706,-1.34761,1.17171

S04xS06,bsyn,0.000856644,0.313661,-0.530726,0.486747,-0.717557,0.609259,-1.34439,1.21923

S04xS06,syn,0.0123868,0.248461,-0.416358,0.391234,-0.563651,0.494972,-1.27189,1.15451

S04xS07,bsyn,-0.00718313,0.290163,-0.495515,0.459166,-0.62348,0.597859,-1.26579,1.05292

S04xS07,syn,0.0017358,0.249558,-0.418843,0.392457,-0.551781,0.518015,-1.05974,1.12792

S04xS08,bsyn,0.0201333,0.294912,-0.487474,0.482443,-0.629996,0.595925,-1.28666,1.13115

