SubjectID,Regularization,Mean,Sigma,5th%,95th%,5th%mean,95th%mean,Min,Max
c16xc11,bsyn,-0.17118,0.340375,-0.740273,0.38551,-0.878971,0.612694,-1.37894,1.44563

c16xc11,syn,-0.14583,0.301963,-0.638711,0.352035,-0.764951,0.562085,-1.33035,1.23306

c16xc12,bsyn,-0.275653,0.392788,-0.898903,0.394073,-1.04675,0.660161,-1.76319,1.60526

c16xc12,syn,-0.238497,0.331254,-0.770278,0.324299,-0.902304,0.561514,-1.38831,1.22454

c16xc13,bsyn,-0.0257236,0.31028,-0.535032,0.481031,-0.733168,0.622343,-1.42956,1.43783

c16xc13,syn,-0.00307788,0.253071,-0.40874,0.420359,-0.601683,0.536938,-1.04898,1.22275

c16xc14,bsyn,-0.0352836,0.310865,-0.563996,0.473594,-0.716874,0.600959,-1.27452,1.21809

c16xc14,syn,-0.0222794,0.265215,-0.467181,0.407961,-0.615407,0.544098,-1.28361,1.28358

c16xc15,bsyn,-0.0670369,0.335382,-0.637031,0.474255,-0.76647,0.620817,-1.40145,1.41869

c16xc15,syn,-0.0530871,0.286213,-0.528715,0.412626,-0.669804,0.544672,-1.14208,1.35511

c16xc17,bsyn,-0.0265102,0.313182,-0.556373,0.480716,-0.71454,0.631603,-1.17812,1.36687

c16xc17,syn,-0.0133123,0.273115,-0.464306,0.431604,-0.602426,0.575383,-1.07713,1.38704

c16xc18,bsyn,-0.044711,0.321385,-0.581794,0.464866,-0.784696,0.62958,-1.38931,1.57821

c16xc18,syn,-0.0275083,0.258854,-0.469547,0.381784,-0.632898,0.531722,-1.18675,1.30332

c16xc1,bsyn,-0.119038,0.317909,-0.631701,0.411499,-0.788651,0.5949,-1.33845,1.43896

c16xc1,syn,-0.0996365,0.270623,-0.539372,0.355078,-0.67208,0.520079,-1.13633,1.09807

c16xc2,bsyn,-0.208793,0.352906,-0.785266,0.380629,-0.973085,0.576994,-1.49946,1.40329

c16xc2,syn,-0.178061,0.296748,-0.646035,0.330998,-0.804951,0.516006,-1.27253,1.20137

c16xc3,bsyn,-0.185557,0.314,-0.699919,0.327962,-0.825975,0.509478,-1.40361,1.38666

c16xc3,syn,-0.174156,0.28778,-0.648903,0.300052,-0.765457,0.477062,-1.22465,1.25462

c16xc4,bsyn,-0.0324274,0.313036,-0.561176,0.472145,-0.707672,0.613773,-1.39614,1.33977

c16xc4,syn,-0.00464678,0.23712,-0.400846,0.370474,-0.560673,0.501067,-1.0593,0.967159

c16xc5,bsyn,-0.176108,0.339695,-0.743235,0.382134,-0.883481,0.592738,-1.55724,1.07441

c16xc5,syn,-0.146806,0.289769,-0.629607,0.33217,-0.755716,0.529783,-1.41673,1.03731

c16xc6,bsyn,-0.0893612,0.327219,-0.629274,0.447263,-0.785775,0.620539,-1.62883,1.17465

c16xc6,syn,-0.0690382,0.28452,-0.545404,0.390937,-0.691962,0.552782,-1.31903,1.16659

c16xc7,bsyn,-0.297437,0.379228,-0.913048,0.339356,-1.05769,0.574914,-1.63319,1.5082

c16xc7,syn,-0.256522,0.314703,-0.759428,0.273194,-0.877484,0.484249,-1.44215,1.27227

c16xc8,bsyn,-0.321512,0.441396,-1.03194,0.438753,-1.18332,0.673757,-1.84476,1.48136

c16xc8,syn,-0.264624,0.350535,-0.82412,0.326742,-0.960549,0.533004,-1.61318,1.4749

